1	0.00411749342441592
1	10.8839726147462
1	25.9316817639177
2	3.32418941167672
3	12.4401861735497
4	15.0910025185186
4	19.3974024241208
5	0.985953355125342
5	7.36028099033463
5	24.1368303664225
5	31.612227710074
6	5.05392978942842
6	7.13165360705564
6	20.1128338240471
7	11.2832704137327
7	24.9236141640953
7	31.5500094826574
7	32.2058398861385
7	34.8574167258983
8	1.40597219638377
9	31.6131301234589
10	15.1598745001819
11	11.3585627162183
11	19.1939502590286
11	24.714033396537
11	24.907576102217
11	30.0465241883054
12	27.0051953380188
13	3.71613623679511
13	10.0959837143186
13	16.1241669423326
13	26.9339635576742
13	28.4140558242536
14	0.697210483330695
14	4.681028596258
14	10.3599121891086
14	10.5701093414525
14	24.4380791858361
15	9.55967973740014
15	17.6966337340922
16	20.6682337977125
17	21.2149993285182
18	3.68403943780173
18	14.9060155615045
18	14.9104537029685
18	24.9984056781988
19	19.2922706129584
20	18.5360080340991
20	21.1159814580717
20	32.5224689503638
20	34.0054112156693
21	5.01394850102731
22	5.95275109620958
22	12.5195709508382
22	14.3163661314792
22	27.0292357129016
22	33.3903088942572
23	12.5603403112023
23	22.4521994540019
23	27.0339276249841
23	31.7990192834092
24	15.4112828353666
24	32.2519038550584
25	4.13085502632151
25	16.1968368052779
25	22.3810459275284
25	23.8838939214641
25	34.1816133134546
26	8.532971288749
26	14.6929248994061
26	32.5216627402411
27	0.103331773121723
27	11.7592164637955
27	22.2172168903461
28	12.86171136009
28	31.8939155751879
28	32.7072654331128
29	0.569564742476026
29	24.8722890306093
29	33.4597404147754
29	35.9036226162533
30	4.9368869866396
31	2.37600621799425
31	25.0854538136364
31	27.1395427846049
31	27.1966698936888
31	33.2288832796734
32	0.715684818232641
32	0.943595527597894
32	1.01903356874861
32	4.47375463099793
33	19.3979183162995
33	30.961006152584
34	4.4702393443168
34	10.050612444401
34	30.3131121249458
35	0.671302417425949
35	20.1970878932056
35	34.9054469395083
36	8.38707385827674
36	13.9629831863102
36	26.8963791385386
36	29.055787042276
36	31.0875067641394
37	2.15703682243962
37	4.36836440666654
37	4.91238812378466
38	3.86978864781934
39	20.1498113539491
39	25.6676032937764
40	2.59107406882152
41	7.03546131993548
41	7.31855644779566
41	9.08372680453164
41	20.4516166291179
41	26.7777307467033
42	8.6345193293131
42	30.4858368536413
42	34.9207196071792
43	5.64449020725903
43	22.3184058617297
43	29.8433123838064
44	2.520797173892
45	11.4250467355978
45	20.4786517351133
45	21.8278606195199
46	13.6850822144478
46	19.8341358882443
46	20.8708278928487
46	24.0923841643146
46	26.8320395126341
47	2.3880540394239
47	13.3230311249078
48	2.39531332874814
48	7.56626435693422
48	9.37134354882748
48	27.0991999345973
49	6.9636341744398
49	9.478683737536
49	18.8881311284544
49	23.0205917116778
49	33.2930869343766
50	26.4623746783921
